,0,Class
20,"In countries such as China, the United States, Japan, and European countries, the major
part of this substance is transformed into polymers obtained from vinyl acetate monomer
which is used for synthetizing coatings, dyes, or adhesives [5,6]. Ethanoic acid is also used
in synthesis plants in order to obtain polymers, dyes, paints, disinfectants, processing ﬁbers,
or textiles [5]. A share of 18% of the total quantity of acetic acid is transformed into acetic
anhydride, 17% of the acid is used for obtaining terephthalate acid, which is further used
for obtaining polyethylene terephthalate, resins, or textile ﬁbers [1]. When mixing acetic
acid with oleﬁns, acetate esters can be easily obtained and those can be used for obtaining
soaps, lubricants, and adhesive paste. Acetate ester is used as a solvent for obtaining inks,
coatings for ceramics and paints [5].",0
21,"Acetic acid can be obtained using various industrial methods and various raw-
materials such as synthesis gas, oil, and algae. The synthetic routes have been explored
on a large scale since 1913 by the BASF Company, later by Monsanto, Celanese, and the
Showa Denko companies [2,7]. The main methods of obtaining acetic acid are: methanol
carbonylation, acetaldehyde oxidation, ethylene oxidation, fermentation (i.e., anaerobic,
aerobic), and lignocellulosic matter distillation, being obtained in the biomass pretreatment
phase [8]. These methods are schematically represented in Figure 2 [5].",0
22,"Energies 2022, 15, 8119",0
23,3 of 23,0
24,Figure 2. The main methods for obtaining acetic acid [5].,0
25,"Acetic acid being such an indispensable substance for the industry, the concentration
and separation of this substance from its aqueous solution has been highly studied. Since
the global industry is trying to make its way to a more sustainable and green future, the
eco-friendly approaches are taken into consideration. Unfortunately, one of the main
problems of obtaining acetic acid via the environmental-friendly methods is the fact that
the ﬁnal product is obtained in a diluted solution and it must be concentrated in order
to be further processed [2]. The fact that the acetic acid has low volatility compared to
the water saturated solution is one of the main problems of the concentration process [2].
Conventional distillation of acetic acid and water is an energy intensive process which is
not used in practical applications due to the fact that acetic acid is the heavy component
forcing large quantities of water to be condensed overhead. The conventional distillation
of acetic acid and water requires also high boil-up ratios for high acetic acid purity [9].
As mentioned by Javed and co-authors, distillation has relatively low thermodynamic
efﬁciency, so it is a prime target for process intensiﬁcation studies. A small improvement
in the thermodynamic efﬁciency of distillation columns can make a large difference in the
overall process efﬁciency and proﬁtability [10].",0
26,"In the above-mentioned context, several methods have been proposed and devel-
oped to separate the main product using extractive distillation process [11], a salt-effect
distillation process [12], or extraction of the acetic acid using the azeotropic distillation
method [2].",0
27,"The liquid–liquid extraction plays an important role in the separation methods since it
implies low process costs. The key aspect of this extraction is the equilibrium relationship
between the components; these systems need to be very well studied before choosing a
suitable extraction component. Compared to the single solvent method, it has been noticed
that a synergetic relationship is formed when a dual solvent is used and the process has
better results than the classical method. The process of separating acetic acid and water
from solution by the method of simple rectiﬁcation requires a high reﬂux ratio implying the
use of columns with many stages, which lead automatically to higher prices. In practice,
the extractive distillation method is used for the acid acetic solution that has a concentration
between 50 and 70%. It has been noticed that a ternary system has a high separation ratio
using less energy than in the classical method. For mixtures which contain less than 40%
acetic acid, the single solvent method is optimum. For choosing the right extractant, the
scientists need to take into account the extractive capacity of the solvent and the equilibrium
characteristics of the system [13].",0
28,"In the azeotropic distillation method, a compound that in combination with water
can decrease the boiling temperature of the mixture is used. Usually, if the substance is",0
29,"Energies 2022, 15, 8119",0
30,4 of 23,0
31,"not miscible with water, the distillation can be performed easily with high perspectives
for recycling [2]. Even though acetic acid and water solution does not form an azeotropic
mixture atmospheric pressure, the liquid system has a pinch tangent where they intercalate
on the pure water end. Another issue with this system is that acetic acid and water have
close boiling temperatures and that implies using multiple equilibrium stages and a huge
reﬂux ratio which automatically leads to increased difﬁculty of operating and controlling
the heterogenous azeotropic column. For these reasons, when separating the acetic acid
from water, an entrainer is usually used such as ethanol or iso propylic alcohols [14] or a
system formed from alcohol, cyclohexane, and water [15].",0
32,"Hybrid separation is one of the methods for acetic acid recovery at industrial level. It
involves the liquid–liquid extraction followed by distillation. The purpose of the extraction
is to ﬁrst remove large amounts of water. The extraction is followed by two distillation
columns, one column for acetic acid recovery and another column for solvent recovery.
According to Angelo and co-authors, some important aspects should be taken into account
when hybrid separation schemas are proposed. These aspects refer to the number of stages
involved in the extraction column and in the distillation columns, but also to the extraction
efﬁciency in order to minimize the amount of energy involved in the distillation and in the
meantime to produce the desired acetic acid quantity and purity [9].",0
33,"In the above-mentioned context, new methods for acetic acid concentration are in-
vestigated. These new methods are based on the process intensiﬁcation (PI) principles.
PI is a new area for research that has helped the chemical process industry gain new and
innovative ideas to solve processing problems such as using more efﬁcient technology,
designing smaller plants, assuring the safety and sustainability of a chemical process. Its
work is oriented to use as few devices as possible (by integrating more utilizations for a
single equipment), use mixing technologies so that heat and mass transfer are improved
by developing shorter pathways to ensure the diffusion, use new separation approaches,
new energy saving methods, new methods for better controlling, and having an optimized
plant. The objective of PI is to obtain sustainable ﬂow-sheet possibilities that include unit
operations that were subject to intensiﬁcation methods and who are subject to: already
mentioned process limitations, design objectives, and performances as verifying criteria.
When it comes to PI in the workplace, the main objective is to boost productivity, described
as the relationship created connecting all of the resource inputs necessary to complete the
activity and the production of an output [16–19]. PI has the ability to bring signiﬁcant bene-
ﬁts in terms of: obtaining a better efﬁciency of the system, increase the energy savings of the
plant, lower the costs that are implied by the buying of assets and the operation of the plant,
reduce the quantity of byproducts and waste, ensure the safety of the process. An example
of the PI use in the industry is the development and integration of the microreactors which
allow a careful selection of the products from the chemical transformation by offering a
precise process control, which ends up in decreasing the amount of waste that is produced
and usage of raw materials [20]. PI has been proved to be very helpful in the technologies
involving CO2 capture and utilization, resulting in lower energy consumption [21].",0
34,"Distillation is a critical component of PI because it is an often-used separation technol-
ogy involved in the industry of synthetizing new chemicals. The biggest problem regarding
the distillation process is the amount of energy that is required [19]. This method uses
around 40–60% of the total amount of energy that is used in the chemical plants [22,23]. For
example, in the production of furfural, the reactive distillation column proved to be the
most energy demanding part of the simulation with a 69.82% of exergy efﬁciency, which
led to an overall exergy efﬁciency of 56.41%, even though the substance was obtained with
an yield of 97.4% and a purity of 99.96%. It was analyzed that by a 10% reduction of the
reboiler duty resulted in a 3.6% cost rate depletion [8].",0
35,"Over time, several methods were developed (i.e., thermal coupling (TC), double effect
distillation (DED), vapor recompression) for reducing the amount of energy used for this
process [24]. As an alternative for using the TC method with similar energy savings, a PI",0
36,"Energies 2022, 15, 8119",0
37,5 of 23,0
38,"alternative solution would be the use of a side stream conﬁguration which allows a better
government of the production [25,26].",0
39,"Moreover, the process of reactive distillation is complex since the analysis and the
designing of the process can become challenging by introducing auxiliary reactions into
the system. These problems were solved by Park and all (2020) by rigorously analyzing the
simulations and taking into account a residue curve map [27].",0
40,"A series of TC conﬁgurations can be realized by associating the reboilers or the con-
densers from the system. The advantages of this technique are: a higher energy efﬁciency of
the process by using only a single reboiler and condenser in the whole system, there is also
zero external reﬂux and reboiler operation. All in all, this method has high potential and
effectiveness for reducing the energy consumption of the chemical plant [28]. Researchers
have shown that by using the TC conﬁgurations, the system could save up to 30% of its
energy usage, in comparison to the conventional methods. Overall, the PI approach of
distillation and the use of thermally coupled units open the door to numerous opportunities
in multicomponent distillation. The TC systems have the advantage of providing the same
results or better ones using fewer units of processing and it helps increase the suitability of
a plant [29]. Unfortunately, the energy that is served in the process needs to be supplied
to the reboiler at high temperatures and extracted from the condenser at low values of
temperature. Operation of the plant is made more difﬁcult since there are more connections
made between columns. Another issue is the increased number of trays and columns that
should be used in the distillation column for obtaining the same results as in an ordinary
system [29].",0
41,"Another method for reducing the amount of energy used for a process is by using a
distillation column that utilizes the heat integration technique. This means that a distillation
column has a special conﬁguration that contains an internal heat integration. This is created
using the stripping sections of the column, which will act as the heat sink, and the rectifying
ones, that will produce the necessary heat used [30]. DED is usually used in combination
with other energy efﬁcient methods with the scope of reducing the amount of energy that
is consumed. In order to create a double-effect distillation, the heat used in a column is
driven to the precedent column so that the heat of the vapor can be used for the process
of the ﬁrst column, thus saving a reboiler or condenser regarding the heating and cooling
utilities [31]. Scientists tried to experiment with the use of heat pumps for reducing the
amount of resources used for the separation. For example, Gao and co-authors proposed a
new methodology to obtain isopropyl acetate by using a heat pump reactive distillation
process resulting in a decrease of the CO2 emissions by up to 13.25%, while the total annual
cost of production was 13.46% of the original process [32].",0
42,"One way of obtaining acetic acid is concentrating it from diluted solutions obtained
using industrial or fermentation processes. Acetic acid is obtained and needs to be removed
from the solution in order to be processed further into other compounds. This paper aims
to simulate, using ChemCAD and COCO COFE software, different solvents and methods of
concentrating acetic acid from a diluted water solution in order to have a high concentrated
acetic acid and reduce the amount of energy consumed. The environmental evaluation is
also performed in the present research using the life cycle assessment (LCA) methodology
in order to ﬁnd relevant ways to reduce the impact of the proposed systems.",0
43,The technical and environmental evaluations of the proposed cases for acetic acid,0
44,concentration represent the novelty this research is bringing up.,0
45,2. Material and Methods,0
46,(i),0
47,"In order to reach the proposed goal, the following approach was used:
Perform the simulations for the various extractants (i.e., ethyl acetate, isopropanol,
and an isopropyl acetate—isopropanol mixture);",0
48,"(ii) Calculate the technical key performance indicators (i.e., acetic acid recovery, acetic
acid purity, extractant quantity, power consumption, energy consumption) based on
the material and energy balances derived from simulations;",0
49,"Energies 2022, 15, 8119",0
50,6 of 23,0
51,"(iii) Screening of the best solvent, from the solvents listed in step (i), based on the results",0
52,obtained in step (ii);,0
53,"(iv) Apply process intensiﬁcation techniques (thermally coupling and double effect dis-
tillation) for the solvent with the best technical key performance indicators (solvent
decided in step (iii));",0
54,"(v) Perform the environmental evaluation, using a cradle-to-gate LCA, on the cases",0
55,(vi),0
56,"decided on step (iv);
Investigate, from environmental point of view, different scenarios for various steam
generation sources (i.e., hard coal, heavy fuel oil, light fuel oil, natural gas and
biomass);",0
57,(vii) Discuss the obtained results and draw the conclusions.,0
58,Details about process modeling and simulation as well as environmental evaluation,0
59,are provided in Sections 2.1 and 2.2.,0
60,2.1. Process Modelling and Simulation,1
61,"The initial acetic acid solution, containing 0.139 mole fraction of acetic acid, the rest
being water, needs to be concentrated. The most suitable way to separate acetic acid from
water, with an optimum amount of energy, is investigated considering the following case
studies.
Case 1—Acetic acid concentration using ethyl acetate;
Case 2—Acetic acid concentration using isopropyl acetate;
Case 3—Acetic acid concentration using isopropyl acetate and isopropanol mixture;
Case 4—Acetic acid concentration using isopropyl acetate and isopropanol mixture by TC;
Case 5—Acetic acid concentration using isopropyl acetate and isopropanol mixture by
DED.",1
62,"In order to simulate the above-mentioned processes, ChemCAD process simulator
software (version 6.5.7) [33] and COCO COFE Cape Open software (version 3.5) [34] were
used. COCO (CAPE-OPEN to CAPE-OPEN) is a free-of-charge CAPE-OPEN compliant
steady-state simulation environment. COFE—the CAPE-OPEN Flowsheet Environment
is an intuitive graphical user interface to chemical ﬂow sheeting. COFE has sequential
solution algorithm using automatic tear streams. It displays properties of streams, deals
with unit-conversion, and provides plotting facilities. COFE ﬂowsheets can be used as
CAPE-OPEN unit operations; COFE ﬂowsheets can be used as unit operation inside COFE
(ﬂowsheets in ﬂowsheets) or inside other simulators.",0
63,"The desired production capacity is 135 kmol/h (8095 kg/h) acetic acid (equivalent to
an annual production of 65,000 tons/year); the desired purity of the acetic acid being 0.99
(by weight).",1
64,"UNIQUAC thermodynamic package was set for the ﬁve cases. It is assumed that
all the water streams that leave the system are blended and processed in a waste–water
treatment plant. The cases have been compared using technical KPIs indicators such as:
acetic acid ﬂow-rate, acetic acid purity, power consumption, thermal energy consumption,
number of unit operations, acetic acid recovery, etc. The description of each case as well as
the main assumptions used in the process modelling and simulation are presented in the
next section.",0
65,2.1.1. Case 1—Acetic Acid Concentration Using Ethyl Acetate,1
66,"Acetic acid concentration using ethyl acetate is presented in Figure 3. In this case, the
simulation contains an extraction column (unit 1), an acid recovery column (unit 2), and a
solvent recovery column (unit 7). The simulation also contains two heat exchangers, one
cooler (unit 3) and one heater (unit 6), a decanter (unit 4) where the extractant (i.e., ethyl
acetate) is collected.",1
67,"Energies 2022, 15, 8119",0
68,7 of 23,0
69,Figure 3. Process ﬂow diagram for the acetic acid concentration process (case 1).,1
70,"The stream S1 containing 1000 kmol/h of acetic acid solution with the following
component ﬂow-rate: 861 kmol/h of water and 139 kmol/h acetic acid is sent to the
extraction column (unit 1) together with the recycled stream S2 containing 740 kmol/h
ethyl acetate, 176.53 kmol/h water, and 22.11 kmol/h acetic acid. The extracted acetic
acid leaves the extraction column as stream S3 having a ﬂow-rate of 1262.18 kmol/h. This
stream is sent to the acid recovery column represented in Figure 3 as unit 2. The rafﬁnate
stream from the extractor, stream S9, containing water and some small quantities of acetic
acid and ethyl acetate is sent to the mixer (unit 5) situated before the solvent recovery
column (unit 7). The outputs stream of acid recovery column (unit 2) are: the acetic acid
stream (the main product) deﬁned as S5 having a ﬂow-rate of 113.39 kmol/h and a purity
of 0.94%, and the distillate stream, S4, containing 393.09 kmol/h water, 731.45 kmol/h ethyl
acetate, and 24.28 kmol/h acetic acid. S4 stream is sent to the heat exchanger where the
temperature is decreased from 77.17 ◦C to 25 ◦C. In the last distillation column, unit 7 in
Figure 3, the ethyl acetate is recovered in order to be recycled. The role of the decanter is to
store and recycle the solvent. The main design assumptions used in the present simulation
are summarized in Table 1.",1
71,Table 1. Design assumptions of the main units for case 1.,1
72,Unit No.,0
73,1,0
74,2,0
75,Equipment,0
76,Role,0
77,Extraction column,0
78,Distillation column,0
79,Design,0
80,Assumptions,0
81,Solvent used: ethyl acetate acetate,0
82,Number of stages: 15,0
83,Working pressure: 101.33 kPa,0
84,Number of stages: 50,
85,Bottom product ﬂow-rate: 113 kmol/h,0
86,Feed tray for stream S3: 1,0
87,Equilibrium column,0
88,"Energies 2022, 15, 8119",0
89,8 of 23,0
90,Table 1. Cont.,0
91,Unit No.,0
92,3,0
93,4,0
94,"5
6",0
95,7,0
96,Equipment,0
97,Role,0
98,Heat exchanger,0
99,Decanter,0
100,Mixer,0
101,Heat exchanger,0
102,Distillation column,0
103,Design,0
104,Assumptions,0
105,Temperature out: 25 ◦C,0
106,Flash separator,0
107,"Working temperature: 25 ◦C
Pressure out: 101.325 kPa
Temperature out: 78 ◦C
Number of stages: 50",0
108,Ethyl acetate recovery: 0.999,0
109,Feed tray for stream S3: 1,0
110,Equilibrium column,0
111,2.1.2. Case 2—Acetic Acid Concentration Using Isopropyl Acetate,1
112,"Figure 4 presents the process ﬂow diagram of the acetic acid concentration process us-
ing isopropyl acetate. The simulation contains four columns: one absorption column
(unit 1), followed by an azeotropic distillation column (unit 3) and two dehydration
columns (unit 5) and (unit 8).",1
113,Figure 4. Process ﬂow diagram for the acetic acid concentration process (case 2).,1
114,"The stream S1 containing 1000 kmol/h of acetic acid solution with the following
component ﬂow-rate: 861 kmol/h of Water and 139 kmol/h acetic acid is mixed in the",1
115,"Energies 2022, 15, 8119",0
116,9 of 23,0
117,"unit 2 with the recycle (S19 containing 17.79 kmol/h water, and 4.89 kmol/h isopropyl
acetate) and the extractant (S20 with 124.01 kmol/h water, 7.86 kmol/h acetic acid, and
337.96 kmol/h isopropyl acetate) streams. In the azeotropic column (unit 3), a two phases
separation takes place: from the bottom part of the azeotropic column, 135.06 kmol/h
of acetic acid with 0.99 mole fraction purity is extracted (S5 in Figure 4). The organic
solution obtained from the top of the azeotropic column contains isopropyl acetate and
water (S6 in Figure 4). The divider (unit 4) splits the stream in two parts. A ﬂow-ratio of
0.72 of solution is recycled as an extractant via Pump 12. Stream S18 and S10 are mixed and
reintroduced into the process, as Stream S20, while the rest of the ﬂow-rate that comes out
of the divider 4 is passed through the dehydration columns (unit 5 and unit 8). Stream S9
with a ﬂow-rate of 96.55 kmol/h of water (purity 99.14%), respectively stream S11 with
679.29 kmol/h (purity 98.01%) of water are obtained from the bottom of the dehydration
columns. These streams are mixed leading to Stream S12 which is sent to the wastewater
treatment plant (total ﬂow-rate 866.69 kmol/h). The top streams from both the dehydration
columns are mixed leading to Stream 19 having a ﬂow-rate of 22.69 kmol/h (containing
17.769 kmol/h water, 1 and 4.89 kmol/h of isopropyl acetate) which is sent to the mixer
(unit 2) for recycling. The main assumptions used in the process modelling and simulation
of this case are presented in Table 2.",1
118,Table 2. Design assumptions of the main units for case 2.,1
119,Unit No.,0
120,Equipment,0
121,Role,0
122,Design,0
123,Assumptions,0
124,1,0
125,2,0
126,3,0
127,4,0
128,5,0
129,6,0
130,7,0
131,8,0
132,Extraction column,0
133,Mixer,0
134,Azeotropic distillation,0
135,column,0
136,Solvent used: isopropyl acetate,0
137,Number of stages: 10,0
138,"Working pressure: 200 kPA
Output pressure: 110 kPa",0
139,Top pressure: 110 kPa,0
140,No of stages: 37,0
141,"Feed tray for stream 23: 1
Feed tray for stream 3: 18",0
142,Bottom component mole fraction: 0.999 acetic acid,0
143,Divider,0
144,Output stream 7: 0.72 Flow ratio,0
145,Distillation column,0
146,Component separator,0
147,Mixer,0
148,Distillation column,0
149,No of stages: 36,0
150,Feed stage for stream 7: 15,0
151,Reﬂux ratio R/D: 2,0
152,Bottom component fraction recovery: 0.995 water,0
153,Pressure out: 110 kPa,0
154,"Split fractions:
Acetic acid: 0.999
Isopropanol: 0.999",0
155,"Isopropyl acetate: 0.999
Pressure out: 110 kPa",0
156,No of stages: 46,0
157,Feed stage for stream 4: 29,0
158,Bottom comp fraction recovery: 0.975 water,0
159,"9
10",0
160,12–14,0
161,"11
13",0
162,Pumps,0
163,"Mixer
Divider",0
164,Outlet pressure: 250 kPa,0
165,Efﬁciency: 0.75,0
166,Pressure out: 250 kPa,0
167,Output stream 18: 0.5 Flow ratio,0
168,"Energies 2022, 15, 8119",0
169,10 of 23,0
170,"2.1.3. Case 3—Acetic Acid Concentration Using Isopropyl Acetate and Isopropanol Mixture
The process is based on the information provided by Eun Joo Lee et al. [2]. The ﬁgure
looks similar to Figure 4, only the extractant used is different. In this case, a mixture of
isopropyl acetate and isopropanol was used.",1
171,"The stream S1 containing 1000 kmol/h of acetic acid solution with the same compo-
nent ﬂow-rate, 861 kmol/h of water and 139 kmol/h acetic acid considered also in the
previous cases, is mixed in unit 2 with the recycle (S19 containing 45.48 kmol/h water,
1.26 × 10−2 kmol/h acetic acid, 9.52 kmol/h isopropanol and 5.29 kmol/h isopropyl ac-
etate) and the extractant streams (S20 with 173.58 kmol/h water, 15.38 kmol/h acetic acid,
5.54 kmol/h isopropanol and 6.51 kmol/h isopropyl acetate). The obtained mixed stream,
Stream S2, is sent to column 1 where the mixture is split in two fractions; the pressure of
these streams is 152 kPa. In the azeotropic column (unit 3), a two-phase separation takes
place: from the bottom part of the azeotropic column 134.89 kmol/h of acetic acid with
0.99 mole fraction purity is extracted (S5 in Figure 4). The organic solution obtained in the
top of the azeotropic column contains isopropanol and isopropyl acetate (S6 in Figure 4).
The divider (unit 4) splits the stream into two parts: 387.42 kmol/h of solution is recycled
as an extractant via Pump 12. Stream S18 and S10 are mixed and reintroduced into the
process, as Stream S20, while the rest of 151.77 kmol/h that comes out of the divider 4
is passed through the dehydration columns (unit 5 and 8). Stream S9 with a ﬂow-rate
of 97.84 kmol/h of water (purity 99.99%), respectively stream S11 with 767.27 kmol/h
(purity 99.45%) of water are obtained from the bottom of the dehydration columns. These
streams are mixed leading to Stream S12 which is sent to the wastewater treatment plant.
The top streams from both the dehydration columns are mixed leading to Stream 19 of
60.29 kmol/h (containing 45.48 kmol/h water, 1.26 × 10−2 kmol/h acetic acid, 9.51 kmol/h
of isopropanol and 5.29 kmol/h of isopropyl acetate) which is sent to the mixer (unit 2) for
recycling. The main assumptions used in the process modelling and simulation of this case
are presented in Table 3.",1
172,Table 3. Design assumptions of the main units for case 3.,1
173,Unit No.,0
174,Equipment,0
175,Role,0
176,Design,0
177,Assumptions,0
178,1,0
179,2,0
180,3,0
181,4,0
182,5,0
183,Component separator,0
184,Pressure out: 152 kPa,0
185,Split fractions: Water: 0.28,0
186,"Acetic acid: 0.97
Isopropanol: 0.65",0
187,Isopropyl acetate: 0.98,0
188,Mixer,0
189,Output pressure: 110 kPa,0
190,Azeotropic distillation,0
191,column,0
192,Top pressure: 110 kPa,0
193,No of stages: 37,0
194,"Feed tray for stream 23: 1
Feed tray for stream 3: 18",0
195,"Condenser duty, negative: −33,786 MJ/h",0
196,Bottom component mole fraction: 0.999 Acetic Acid,0
197,Divider,0
198,Output stream 7: 0.72 Flow ratio,0
199,Distillation column,0
200,No of stages: 36,0
201,Feed stage for stream 7: 15,0
202,Reﬂux ratio: 2,0
203,Water,0
204,Bottom mole rate of one component: 97.83 kmol/h,0
205,"Energies 2022, 15, 8119",0
206,11 of 23,0
207,Table 3. Cont.,0
208,Unit No.,0
209,Equipment,0
210,Role,0
211,Design,0
212,Assumptions,0
213,Component separator,0
214,Mixer,0
215,Distillation column,0
216,Pressure out: 110 kPa,0
217,Split fractions: Acetic acid: 0.999,0
218,Isopropanol: 0.999,0
219,"Isopropyl acetate: 0.999
Pressure out: 110 kPa",0
220,No of stages: 46,0
221,Feed stage for stream 4: 29,0
222,"Condenser duty, negative: −10,796.70 MJ/h
Bottom comp fraction recovery: 0.99 Water",0
223,Pumps,0
224,"Mixer
Divider",0
225,Outlet pressure: 250 kPa,0
226,Efﬁciency: 0.75,0
227,Pressure out: 250 kPa,0
228,Output stream 18: 0.5 Flow ratio,0
229,6,0
230,7,0
231,8,0
232,"9
10
12
14
11
13",0
233,"2.1.4. Case 4—Acetic Acid Concentration Using Isopropyl Acetate and Isopropanol
Mixture by TC",1
234,"Since both the dehydration columns presented in case 2 and case 3 have similar bottom
compositions, the columns can be combined so that they work as a single side stripper
azeotropic column as proposed by Caxiano et al. [35]. The simulation for case 4 contains
three columns: one absorption column, followed by an azeotropic distillation column and
a side stripper (see Figure 5).",1
235,Figure 5. Process ﬂow diagram of the acetic acid concentration with TC (case 4).,1
236,"Energies 2022, 15, 8119",0
237,12 of 23,0
238,"The stream S1 containing 1000 kmol/h of acetic acid solution with the following mole
ﬂow-rate: 861 kmol/h of water and 139 kmol/h acetic acid is sent to unit 1 where it is
blended with Stream S16 that contains 64.12 kmol/h water, 3.74 × 10−2 kmol/h acetic
acid, 5.52 kmol/h isopropanol, and 420.55 kmol/h isopropyl acetate. Stream 2 is cooled
in the heat exchanger (unit 2) from 120 ◦C to 92 ◦C and then sent to the Column 3. In
the azeotropic column (unit 3), 134.05 kmol/h of acetic acid solution is extracted. The
organic solution extracted from the top part of the unit 3, is split into two streams by the
divider (unit 4): S7 is sent to the distillation column, unit 5. A ﬂow-rate of 823.17 kmol/h of
mixture containing 813.82 kmol/h of water, Stream S9, that will be processed in the waste
water treatment facility was obtained at the bottom of column 5. Stream S11, after being
transported by pump 6, will be split in two streams: S17 that is reintroduced in column 3
and S13 that is cooled to 70 ◦C in the heat exchanger, unit 8. The cooled stream, S14, is sent
to the column 9, where 47.20 kmol/h of water are extracted from Stream 14 and the rest of
the solution is recycled and reintroduced in the system through S16.",1
239,Table 4 summarizes the main assumptions used in case 4.,0
240,Table 4. Design assumptions for the main units for case 4.,1
241,Unit No.,0
242,Equipment,0
243,Role,0
244,Design,0
245,"Assumptions
No of stages: 20",0
246,Top pressure: 200 kPa,0
247,"Feed tray for stream S1: 1
Feed tray for stream S16: 20",0
248,Temperature of stream S3: 92.11 ◦C,0
249,1,0
250,2,0
251,3,0
252,4,0
253,5,0
254,6,0
255,"7
8",0
256,9,0
257,Liquid/Liquid extractor,0
258,Heat exchanger,0
259,Azeotropic distillation,0
260,column,0
261,No of stages: 42,0
262,"Feed tray for stream 17: 1
Feed tray for stream 10: 14
Feed tray for stream 3: 22",0
263,"Condenser duty, negative: −34,358 MJ/h",0
264,Bottom component fraction recovery (acetic acid): 0.92,0
265,"S8 stage 14, liquid mole ﬂow 180 kmol/h",0
266,Divider,0
267,Split based on molar ﬂow rate,0
