,0,Class
24,"In general, the syngas product derived from gasiﬁcation is composed of H2, CO, CO2,
and CH4. However, to enhance the H2 yield in the syngas product, CO and CO2 must be
removed. Calcium looping is the most promising technology for the CO2 capture process
and offers many beneﬁts [19]. Calcium oxide (CaO) is cheap and widely distributed; as
a sorbent, it can save operation costs and be environmentally friendly [20,21]. When the
syngas obtained from the gasiﬁcation process is delivered to the calcium looping process,
the CO2 in the syngas will adsorb on the surface of CaO where the carbonation reaction as",0
25,"Energies 2023, 16, 2728",0
26,3 of 17,0
27,"an exothermic reaction can occur (referred to as carbonator), and thus, calcium carbonate
(CaCO3) can be generated. Since CO2 is produced from the water gas shift reaction while
the CO2 is removed from the carbonation reaction, it is possible to perform the separation
of CO2 simultaneously during the water gas shift reaction in a single unit. When CO2
is produced from the water gas shift reaction, it will be adsorbed into CaO through the
carbonation reaction. Thus, the CO2 removal causes a shift in the equilibrium of the water
gas shift reaction to the product side. The occurrence of the two following reactions: the
water gas shift and carbonation reactions in a single reactor, which is referred to as the
sorption-enhanced water-gas shift (SE-WGS) reaction, can reduce not only CO2 but also CO.
After the carbonation reaction is complete, CaCO3 is sent to the regenerator reactor where
CaCO3 can be desorbed to CO2 and CaO. Since the reaction occurring in the regenerator
(called the calcination reaction) is an endothermic reaction, a high external heat source is
required. A number of works have focused on the SE-WGS reaction with wider types of
sorbents [21–23]; for example, Wang et al. [21] revealed that Ni-doped CaO (Ni-CaO) could
promote a SE-WGS reaction.",0
28,"Most of the previous publications focusing on gasiﬁcation integrated with the calcium
looping process have performed a sensitivity analysis of operating conditions. However,
optimization should be performed to determine the global optimal operating condition
of gasiﬁcation and calcium looping that can provide the maximum H2 product. In this
research, the statistical method is introduced to discover the important parameters that
inﬂuence process efﬁciency. In addition to performance analysis and optimization, an
environmental assessment in terms of carbon emission should be considered to ensure that
the proposed system has no negative effect on the environment.",0
29,"This research aims to study hydrogen production from the co-gasiﬁcation of biomass
and coal integrated with the calcium looping process through the Aspen Plus simulator
version 10. Firstly, the effect of operating conditions in gasiﬁcation (i.e., gasiﬁcation tem-
perature, steam to feed ratio, and coal to biomass mass ratio) and the calcium looping
process (i.e., carbonator temperature, regeneration temperature, and CaO to feed mass ratio)
on hydrogen production is investigated. Next, the optimization of the gasiﬁcation and
calcium looping process is performed by using Design Expert 11 where the maximum H2
production is the main objective function. Finally, the energy analysis and carbon dioxide
emission-to-energy consumption of the co-gasiﬁcation of biomass and coal integrated with
the calcium looping process is determined.",0
30,2. Process Flow Diagram Description,1
31,"Figure 1 presents a schematic diagram of the integrated co-gasiﬁcation with calcium
looping process designed in the Aspen Plus simulator. The black line represents the material
stream, whereas the blue and red lines demonstrate the water or steam and energy streams.
In this research, the mixture of pellet pine wood and lignite coal is selected as the raw
material for hydrogen production. The process is divided into two sections that include
(1) the gasiﬁcation process and (2) the puriﬁcation of H2 from raw syngas through the
calcium looping process. Firstly, biomass (BIOMASS) and coal (COAL) are separately fed
into a dryer (DRY), which is modeled by the Sep model to remove moisture from the biomass
and coal. Next, the dried biomass (BIO-1) and dried coal (BIO-2) are separately supplied
to the decomposition reactor (DECOM) which is represented by the RYield reactor model.
In the Aspen Plus simulation, both the biomass and coal are deﬁned as non-conventional
components. They must be decomposed into conventional components which include the
conventional elements: C, H, N, O, S, etc. The components of biomass and coal are deﬁned
based on proximate and ultimate data, as shown in Table 1. Next, the outlet product
from each decomposition reactor (BIO-3 for biomass and BIO-4 for coal) is mixed and
delivered to a gasiﬁer (GASIFIER) corresponding with steam (STEAM). The gasiﬁer, which
is modeled by the RGibbs reactor model, can calculate the gas composition at the chemical
equilibrium through the minimization of the Gibbs free energy method. The type of gasiﬁer
reactor used in this study is a ﬂuidized bed gasiﬁer. Although the RGibbs reactor model",1
32,"Energies 2023, 16, 2728",0
33,4 of 17,0
34,"does not require the speciﬁcation of chemical reactions, the possible chemical reactions
occurring in the gasiﬁer have been listed in Equations (1)–(7).",1
35,"Figure 1. The schematic process ﬂow diagram of the co-gasiﬁcation of biomass and coal integrated
with the calcium looping carbon dioxide capture process.",1
36,"Table 1. Proximate analysis, ultimate analysis (wet basis), lower heating values, and CO2 emission
factors of pellet pine wood, lignite coal, and rice husk.",0
37,"Proximate analysis (wt.%, wet basis)",0
38,"Ultimate analysis (wt.%, dry basis)",0
39,"Fixed Carbon
Volatile matter
Moisture
Ash",0
40,"C
H
N
O
S",0
41,"LHV (kJ/g)
CO2-emission factors (kg/MJ)",0
42,Fuel Type,0
43,Pellet Pine Wood,0
44,Lignite Coal,0
45,Rice Husk,0
46,"14.85
74.94
10.00
0.18",0
47,"50.50
5.90
0.30
43.00
0.20
17.30",0
48,0,0
49,"33.60
28.82
31.20
6.38",0
50,"47.83
6.67
0.52
37.95
0.65
19.29
0.0946",0
51,"14.99
55.54
9.95
19.52",0
52,"39.44
3.22
0.08
37.74
0.01
13.52",0
53,0,0
54,"Energies 2023, 16, 2728",0
55,Combustion reaction,0
56,"C + O2 → CO2
H2 + 0.5O2 → H2O",0
57,"−394 kJ/mol
−242 kJ/mol",0
58,C + CO2 ↔ 2CO,0
59,+172 kJ/mol,0
60,Boudouard reaction,0
61,Water gas reaction,0
62,C + H2O ↔ H2 + CO,0
63,+131 kJ/mol,0
64,Water gas shift reaction,0
65,CO + H2O ↔ H2 + CO2,0
66,−41 kJ/mol,0
67,Methane formation,0
68,C + 2H2 ↔ CH4,0
69,−74 kJ/mol,0
70,Steam methane reforming,0
71,CH4 + H2O ↔ CO + 3H2,0
72,+206 kJ/mol,0
73,5 of 17,0
74,-1,0
75,-2,0
76,-3,0
77,-4,0
78,-5,0
79,-6,0
80,-7,0
81,"The gas product obtained from gasiﬁcation (SYNGAS) is further supplied to a cyclone
(SEP-ASH) to separate carbon and ash (ASH) from the syngas. Then, the produced syngas
(RAWSYNGA) can be provided.",1
82,"Next, the produced syngas, consisting of H2, H2O, CO, CO2, and CH4, is cooled
through a cooler (COOL) before feeding into the calcium looping process (ADSORBER)
which is modeled by the RGibbs reactor model. In this reactor, CO is further reduced
through a water gas shift reaction (Equation (5)). CO2 is produced from the water gas
shift reaction and the gasiﬁcation process is captured by CaO (MIXCAO) as a sorbent
through the carbonation reaction (Equation (8)). When CO2 is removed from the syngas,
the H2 yield in the syngas product is higher. Next, the puriﬁed H2 is separated from the
CaCO3 and other contaminants through a gas-solid separator (SEP-1). Then, the CaCO3 is
sent to the regenerator reactor (DESORP) which is modeled by the RGibbs reactor model.
When the CaCO3 desorbs CO2 it is converted back into CaO through a calcination reaction
(Equation (9)). Some regenerated CaO is deactivated from the regenerator and accumulated
in the system. Therefore, it is necessary to split out CaO, recycle it to mix with makeup
CaO, and then send it to the carbonator reactor.",1
83,Carbonation and calcination reaction,0
84,"CaO + CO2 → CaCO3
CaCO3 → CaO + CO2",0
85,−178 kJ/mol,0
86,+178 kJ/mol,0
87,-8,0
88,-9,0
89,"3. Methodology
3.1. Parametric Analysis",0
90,"The investigation of hydrogen production through co-gasiﬁcation integrated with the
calcium looping process is performed through the Aspen Plus simulator version 10. The
following assumptions are used in the simulation: (1) the process is operated under steady
state and isothermal conditions, (2) the pressure drop and heat loss are negligible, (3) the
chemical reactions that occurred in the process reached chemical equilibrium, (4) the gasiﬁer
does not produce tar under a high-temperature operation, and (5) charcoal is assumed to
be carbon. Although tar formation has not been considered in this work, it should be noted",0
91,"Energies 2023, 16, 2728",0
92,6 of 17,0
93,"that tar can be represented with a complex mixture of aromatic compounds; for example,
toluene, phenol, or naphthalene [24]. In this study, the Peng–Robinson thermodynamic
model is selected to predict the gas composition obtained from co-gasiﬁcation integrated
with the calcium looping process. The inlet composition of biomass, coal, steam, and CaO
can be speciﬁed based on the coal to biomass (C/B), steam to feed (S/F), and CaO to feed
(CaO/F) mass ratios which are expressed as Equations (10)–(12).",0
94,"C
B",0
95,=,0
96,".mcoal
.mbiomass
.msteam
.mbiomass +
.mCaO
.mbiomass +",0
97,"S
F",0
98,=,0
99,CaO,0
100,=,0
101,.mcoal,0
102,-10,0
103,-11,0
104,-12,0
105,".mcoal
where .mi represents the mass ﬂow rate of component i.",0
106,F,0
107,"Table 2 presents the input parameters of each stream and unit operation. The calcu-
lations of the gas composition obtained from the gasiﬁer, adsorber, and regenerator are
based on the method of minimizing Gibbs’s free energy. In order to investigate the H2
production from an integrated system, the gas product composition (% dry basis) at the
outlet of the gasiﬁcation reactor (SYNGAS stream) and CO2 mole ﬂow rate at the exit of
the carbonator reactor (OUTADSOR stream) are determined with a wider range of gasiﬁ-
cation temperature, C/B mass ratio, S/F mass ratio, CaO/F mass ratio, regenerator, and
carbonator temperature.",0
108,"Table 2. Input parameters of each stream and unit operation used in the simulation [13,14].",0
109,Parameters,0
110,Atmospheric condition (atm),0
111,Biomass ﬂow rate (kg/h),0
112,Coal ﬂow rate (kg/h),0
113,Coal: Biomass,0
114,"Steam ﬂow rate (kg/h)
Steam temperature (◦C)
Calcium oxide (kg/h)
Gasiﬁer temperature (◦C)
Carbonator temperature (◦C)
Regenerator temperature (◦C)",0
115,Value,0
116,1,0
117,"1000
1000
1:1
2000
800
2000
700
450
900",0
118,3.2. Experimental Design and Optimization,0
119,"Factorial designs are widely used in experiments involving several factors where it
is necessary to study the combined effect of the factors on a response. The 2k factorial
design is instrumental in the early stages of experimental work when there are many
factors to be investigated [25]. In this study, the 2k factorial design analysis is used to
investigate the main effects and interactions of the parameters related to H2 mole fraction
for the gasiﬁcation process and CO2 capture efﬁciency for the calcium looping process.
Two levels of the following ﬁve varying parameters: the gasiﬁcation temperature (A), S/F
mass ratio (B), C/B mass ratio (C), carbonator temperature (D), and CaO/F mass ratio (E)
are investigated.",0
120,"In this study, the parameters and their levels are selected from the result obtained in
Section 5.1. A response surface method (RSM) analysis is an efﬁcient experimental strategy
to determine optimal conditions for a multivariable system. The process variable and
function of each factor are represented by",0
121,y = β0 + β1X1 + β2X2 + ε,0
122,-13,0
123,"Energies 2023, 16, 2728",0
124,7 of 17,0
125,"where y is the response variable, X1 and X2 are dependent variables, β0, β1, and β2 are
regression coefﬁcients evaluated with the least square method, and ε is the error observed
in response variable y [25].",0
126,"In this study, the optimization of operating conditions in an integrated system to maximize",0
127,H2 mole fraction and CO2 capture efficiency is performed through Design Expert V11.,0
128,3.3. Energy Efﬁciency Analysis,0
129,"The energy efﬁciency of hydrogen production through the co-gasiﬁcation process is
used to measure the thermal efﬁciency of the integrated process and can be calculated from
the below equation.",0
130,.mH2 LHVH2,0
131,× 100,0
132,-14,0
133,ηH2 (%) =,0
134,".mbiomass,",0
135,".mbiomassLHVbiomass +
.mcoal and .msteam stand for the mass ﬂow rate of hydrogen, the biomass,
where .mH2,
coal, and steam, respectively. LHVH2, LHVbiomass, and LHVcoal are the lower heating values
of hydrogen, the biomass, and coal, respectively. It is noted that hsteam refers to the speciﬁc
enthalpy of steam at 800 ◦C = 3663.84 kJ/kg.",0
136,.mcoalLHVcoal +,0
137,.msteamhsteam,0
138,3.4. Environmental Impact Analysis,0
139,"In order to study the environmental impact of the co-gasification of biomass and coal
integrated with the calcium looping carbon dioxide capture process, the carbon dioxide
emission is evaluated. In this process, CO2 and other greenhouse gas are considered in terms
of the CO2 equivalent based on their relative global warming potential (GWP). In this study,
the CO2 equivalent calculated from accepted US EPA and IPCC standards can be found in the
Aspen Plus simulator. In addition, the carbon dioxide to energy output, which refers to the
carbon dioxide emission to net energy, is evaluated by using the following Equation (15) [26].",0
140,εem =,0
141,".mCO2,em
Wnet",0
142,=,0
143,".mCO2,em
.mH2 LHVH2",0
144,-15,0
145,"where εem is the speciﬁc emission of released CO2 to the atmosphere, Wnet is the net power
output from the process, and .mCO2,em stands for the total mass ﬂow rate of CO2 equivalent
.mCO2,em is based on LTCO2, LTCAOSPL,
emission to the atmosphere. According to Figure 1,
and DRYH2 streams.",0
146,4. Model Validation,0
147,"In this study, the simulated gasification results of the biomass and coal are validated with
experimental data to ensure that the proposed model can provide predictable results. Loha
et al. [27] studied the conversion of rice husk into syngas. Rice husk with a proximate and
ultimate analysis, as listed in Table 1, was fed at 1 kg/h into a fluidized bed gasifier at 750 ◦C
and 1.05 bar. The comparison between the simulated results and experimental data, as seen in
Figure 2, indicates that the model underpredicts the experimental values for CO and CH4 and
overpredicts the value of H2 and CO2, but the trend of changing the compositions with the
steam-to-biomass ratio agrees with the experimental data. Minutillo et al. [28] experimented
with a downdraft gasifier at a temperature of 900 ◦C and an air-to-pellet pine wood ratio of
1.96. The result, as shown in Figure 2, indicated that the model is in good agreement with the
experimental data. However, the amount of CH4 obtained from the experiment is higher than
that from the simulation. This is due to the fact that the calculation is performed based on
the equilibrium while the experimental test may not be progressed to chemical equilibrium.
Nevertheless, the obtained results are consistent with the literature [13]. Finally, the simulation
result is validated for the coal gasification process with experimental data extracted from
Mota et al. [29]. In their experiment, the bubbling fluidized bed reactor was operated at
a temperature of 750 ◦C with an oxygen carrier-to-carbon ratio of 1. Figure 2 presents the",0
148,"Energies 2023, 16, 2728",0
149,8 of 17,0
150,"model prediction of the simulation result and experimental result. It is found that the syngas
compositions obtained from the model agree with experimental data.",0
151,"Figure 2. Comparison of the syngas composition obtained from the model prediction and experimen-
tal data of Loha et al. [27], Mota et al. [28], and Minutillo et al. [29].",0
152,"For the CO2 capture process, the simulated results are compared with the experimental
results of Atsonios et al. [30]. In their experiment, the CO2 adsorption and desorption
were operated at temperatures of 600–700 ◦C in a 10 kW dual ﬂuidized bed (DFB) reactor
while that of the regenerator temperature is above 850 ◦C. The comparison between the
simulated results and experimental results, as shown in Table 3, reveals that the model
prediction is in good agreement with experimental data from Atsonios et al. [30]. The CO2
mole fraction value predicted and the CO2 capture efﬁciency predicted are matched with
the experiments.",0
153,"Table 3. Comparison of the CO2 mole fraction exited from the carbonator reactor and CO2 capture
efﬁciency from the model prediction and experimental data of Atsonios et al. [30].",0
154,Parameters,0
155,"Wet gas composition (mole fraction) CO2, out",0
156,CO2 capture efﬁciency,0
157,"0.00456
88.06",0
158,"0.018
85.57",0
159,This Study,0
160,Atsonios et al. [30],0
161,"Energies 2023, 16, 2728",0
162,9 of 17,0
163,5. Result and Discussion,0
164,"The results of this study can be divided into four parts. First, the sensitivity analysis of
the operating parameters in the gasiﬁer (i.e., gasiﬁer temperature and S/F mass ratio) and
adsorber (i.e., CaO/F mass ratio, carbonator temperature, and regenerator temperature) on
hydrogen production are investigated. In the second part, the DOE method is applied to
identify the optimal operating condition of both processes that can provide the maximum
H2 amount; the response parameters considered are the H2 mole fraction. Next, the energy
analysis is performed to determine the useful energy obtained from this process. Lastly, the
environmental assessment is studied to predict the carbon dioxide emission.",0
165,"5.1. Sensitivity Analysis
5.1.1. Effect of Gasiﬁcation Temperature on H2 Production
Figure 3 shows the effect of gasiﬁcation temperature on compositions of H2, CO, CO2,
and CH4 (dry basis). The gasiﬁcation temperature is varied in a range of 500–1000 ◦C,
whereas the S/F mass ratio of 1 and pressure of 1 atm are ﬁxed as a constant value. It is
noted that the mass ﬂow rates of biomass and coal are equal to 1000 kg/h. As shown in
Figure 3, the mole fraction of H2 increases when the temperature increases from 500 ◦C
to 700 ◦C. However, the mole fraction of H2 will be stable at a gasiﬁer temperature above
700 ◦C because the chemical equilibrium is limited at this temperature. Unlike H2, the mole
fraction of CO2 and CH4 decrease with increasing gasiﬁcation temperature. This is because
the Boudouard (Equation (3)), water gas (Equation (4)), and steam methane reforming
(Equation (7)) as the endothermic reaction can shift forward to the product side when the
gasiﬁer is operated at a high temperature. It is noted that the mole of CH4 at 700 ◦C is
equal to zero since CH4 is completely consumed at this temperature. Thus, CO, CO2, and
CH4 can convert to more H2 under a high-temperature operation of a gasiﬁer. From the
simulation result, it is found that the optimal gasiﬁer temperature is 700 ◦C.",0
166,"Figure 3. Effect of gasiﬁcation temperature on the gas product composition exited from the gasiﬁer
at an S/F mass ratio = 1, CaO/F mass ratio = 1, carbonator temperature = 450 ◦C, and regenerator
temperature = 950 ◦C.",0
167,"Energies 2023, 16, 2728",0
168,10 of 17,0
169,"5.1.2. Effect of S/F Mass Ratio on H2 Production
Figure 4 demonstrates the effect of the S/F mass ratio on the production of H2, CO,
CO2, and CH4 (dry basis). The gasiﬁer is operated at a temperature of 700 ◦C and pressure
of 1 atm, whereas the S/F mass ratio increases from 0 to 10. The simulation results indicate
that the H2 mole fraction increases tremendously with the increasing S/F mass ratio in a
range of 0–2 and reaches a constant value once the S/F mass ratio is above 2. Increasing the
S/F mass ratio means that more steam is fed into the gasiﬁer. This result occurs because
more steam feeding into the gasiﬁer can shift reactions (Equations (4) and (7)) forward. In
the same manner, higher steam in the process can shift the water gas shift reaction, where
CO is converted into H2 and CO2. Therefore, Figure 4 shows the reduction in CO and the
increase in CO2 with an increase in the S/F mass ratio. From the simulation result, it can be
observed that the CH4 mole fraction becomes zero at an S/F mass ratio above 1. This is due to
the fact that CH4 is completely consumed at this ratio. In general, water is typically reactive
at temperatures greater than 800 ◦C and thus, the effect of the S/F mass ratio on hydrogen
production is further investigated at a temperature above 800 ◦C. However, the simulation
results show that the mole fraction of H2 is slightly decreased when the gasifier increases.
This can be confirmed considering that the chemical equilibrium is limited at 700 ◦C.",0
170,"Figure 4. Effect of the S/F mass ratio on the gas product composition exited from a gasiﬁer at a gasiﬁer
temperature = 700 ◦C, CaO/F mass ratio = 1, carbonator temperature = 450 ◦C, and regenerator
temperature = 950 ◦C.
5.1.3. Effect of CaO/F Mass Ratio on H2 Production
In this section, the inﬂuence of the CaO/F mass ratio varied from 0 to 6 on H2
production is studied, as shown in Figure 5. When the carbonator temperature is at 450 ◦C,
increasing the CaO/F mass ratio from 0 to 2 can strongly enhance the H2 concentration in
the gas product since CO2 is suddenly removed from the syngas. When the CaO/F ratio is
higher than 2, the H2 amount drops slightly and reaches a constant value. This is because a
CaO/F value of more than 2 may be excess from the stoichiometric value. Unlike H2, an
increase in the CaO/F mass ratio causes signiﬁcant decreases in the amount of CO, CO2,
and CH4. This is because CO2 is adsorbed on CaO as an adsorbent. Therefore, the H2
content is higher while the amount of CO2 drops through the carbonation reaction. When
CO2 is removed from the system, the amount of CO and CH4 decrease due to the shifting
of the water gas shift reaction to the product side. Since a CaO/F mass ratio of more than
2 does not affect H2 production, the suitable CaO/F mass ratio is 2.",0
171,"Energies 2023, 16, 2728",0
172,11 of 17,0
173,"Figure 5. Effect of the CaO/F mass ratio on the gas product composition exited from a carbonator at
a gasiﬁer temperature = 700 ◦C, S/F mass ratio = 1, carbonator temperature = 450 ◦C, and regenerator
temperature = 950 ◦C.
5.1.4. Effect of Carbonator Temperature on H2 Production",0
174,"The impact of the carbonator temperature increasing from 400 ◦C to 800 ◦C on H2
production is also investigated, as illustrated in Figure 6. Because a wide range of carbonator
temperatures is investigated, the presence of two plateaus can be observed. The ﬁrst plateau
can be observed when the carbonator operates at a low temperature (400–650 ◦C). The H2
mole fraction can be improved while CO2 is not present since the carbonator reaction as an
exothermic reaction is favorable to low-temperature operation. Under this low-temperature
range, all of the CO2 can be removed from the syngas and thus, a stable amount of H2 can
be provided. In contrast, the H2 mole fraction will drop and the presence of CO and CO2
can be observed when the carbonator is operated at a high temperature (above 650 ◦C).
Increasing the carbonator temperature can shift the chemical equilibrium backward and
thus, CO2 is desorbed from CaCO3. In addition, the reversed water gas shift reaction can
occur at high carbonator temperatures, which reduces the CO2 and H2 amounts. However,
it can be observed that the amount of H2 is almost constant when the temperature is higher
than 800 ◦C (second plateau). This implies that the chemical equilibrium of reactions is
limited at this temperature.",0
175,"Figure 6. Effect of carbonator temperature on the gas product composition exited from a carbonator
at a gasiﬁer temperature = 700 ◦C, S/F mass ratio = 1, CaO/F mass ratio = 2, and regenerator
temperature = 950 ◦C.",0
176,"Energies 2023, 16, 2728",0
177,12 of 17,0
178,"5.1.5. Effect of Regenerator Temperature on CO2 Removal
Figure 7 presents the variation in the CO2 amount when the regenerator temperature is
adjusted from 400 ◦C to 1400 ◦C, whereas the CaO/F mass ratio and carbonator temperature
are set as 2 and 600 ◦C, respectively. The simulation result indicates that the regeneration
process begins to desorb CO2 at a temperature of 900–1000 ◦C. This can be observed from
the production of CO2 at this temperature. However, when the temperature is higher than
950 ◦C, the CO2 concentration will be constant. From this study, the optimal regenerator
temperature is 950 ◦C.",0
179,"Figure 7. Effect of regenerator temperature on the CO2 mole flow rate released from CaCO3 at a gasifier
temperature = 700 ◦C, S/F mass ratio = 1, CaO/F mass ratio = 2, and carbonator temperature = 600 ◦C.
5.2. Design of Experimental Procedure",0
