,0,Class
46,"Resources 2022, 11, 85",0
47,4 of 27,0
48,AEL is the most mature technique for hydrogen production.,0
49,"with SOE is the selection of material, but this technology seems to have future potential
due to its improved economic feasibility [27]. The major difference in these processes lies
in terms of thermodynamics since the operating temperature of SOE is high as compared
to AEL and PEM so it requires less use of electricity. In past few years, hydrogen as a fuel
has been revolutionized due to its negligible emissions and its production from REs [26].
It uses an alkaline
solution (35% KOH) as the electrolyte and electricity is supplied for the electrolysis. The
water electrolysis reaction occurs in the stack to produce gaseous hydrogen and oxygen.
Hydrogen is produced at the cathode while oxygen is produced at the anode. The reversible
cell potential is determined through the Nernst equation, which predicts the minimum
electrical potential required for the electrolysis of water at a particular location in the cell
with a speciﬁc temperature and gas concentration. The Nernst voltage is calculated using
the Gibbs free energy by the following relation.",0
50,Urev =,0
51,"∆G
zF",0
52,-5,0
53,"Here, F is the Faraday’s constant, and its value is 96,485 C/mol and z = 2 i.e., two
electrons are transferred in the electrolysis process of water. ∆G is the Gibb’s free energy of
the reaction in kJ/mol [27]. Hence,",0
54,∆G = ∆H − T∆S,0
55,-6,0
56,"Here, ∆H is the total energy demand, ∆G is the electrical energy demand and T∆S
represents the thermal energy demand. If the thermal energy is supplied to the system,
the electrical energy requirements will decrease; i.e., if the electrolysis occurs at high
temperature as in SOE, the total electricity requirement is reduced [19]. The actual voltage
required for the cell is greater than the reversible voltage due to the irreversibility in
the system [27].",0
57,"Jingang et al. [28] reported that among hydrogen production methods including biogas
steam reforming, ﬂuidized bed biomass steam gasiﬁcation and AEL, AEL has highest
efﬁciency (i.e., 66%). The investment cost of AEL is less compared to other technologies
but operating cost is high. Schmidt et al. [29] compared AEL, SOE and PEM based on the
different operating conditions, costs and life-cycles. The comparison was based on previous
literature. It was reported that the capital cost of AEL was the least while that for SOE
was greatest. In another study, Christian et al. [25] reported AEL to be an environmentally
friendly technique if the source is REs while AEL presented maximum environmental
impact if coal was used for power production instead of REs. Sanchez et. el [30] made an
experimental setup for AEL as well as simulating the AEL process. It was reported that the
stack of AEL consumed 92% of the power and the stack power was the highest contributing
factor in the overall cost of AEL.",0
58,"PEM is termed as ‘polymer exchange membrane’ since it is made of polymeric mem-
branes as electrolyte. In PEM, the membrane lies between the electrodes [28]. PEM is a
mature technique and has gained much attention in the previous years due to its high
performance. The hydrogen produced using this technology is clean since it has no CO2 or
other GHGs emission, if a carbon free source of electricity is used. The membrane of PEM
operates at a temperature of almost 70–80 ◦C [28]. PEM uses a relatively thin membrane.
The membrane splits the water and, since it is proton conducting, it only allows the proton
or hydrogen ions to pass through [29]. The investment cost of PEM is high as highly
expensive materials such as platinum, titanium and iridium are used [31]. The thickness
of PEM is only 0.2 mm [32]. The membranes of PEM must have high ionic conductivity,
excellent chemical stability, mechanical strength and be relatively less expensive [28]. The
electrolysis of water demands a higher voltage, while PEM has typical cell voltages ranging
from 1.5 V to 2 V [31].",0
59,"Resources 2022, 11, 85",0
60,5 of 27,0
61,"Julio et al. [33] reported that although the investment cost of PEM is high compared to
other technologies, it can operate with high efﬁciency in MW ranges, unlike AEL which
usually operates in kW ranges. Ibrahim et al. [34] mentioned that Naﬁon® has excellent
properties and chemical stability. The main challenge is to maintain the humidiﬁcation
level inside the membranes which may deteriorate the membrane if it is not sufﬁcient, and
the chemical degradation of membrane might occur. A comparison was made between
different membranes used for PEM such as Naﬁon® (Solution Technology Inc., Mendenhall,
PA), organic and inorganic membranes and non-ﬂuorinated membranes. It was reported
that Naﬁon® membranes with ﬁllers were the best.",0
62,"Methanol and DME are among the best fossil fuel alternatives for the abatement of
CO2 considering the global concerns over GHG emissions. Lonis et al. [18] simulated the
production of methanol using both AEL and SOE based hydrogen production processes
in Aspen Plus®. The efﬁciency of the AEL based process was less as compared to the
SOE based process, since AEL required more power. Moreover, it was also reported that
the capital cost of SOE was higher than AEL. Hydrogen production using different water
electrolysis methods is considered clean, if a carbon free energy source is used. However,
mostly experimental work is done on water electrolysis techniques and very limited sim-
ulation work is available on their detailed thermodynamic and economic performance.
These water electrolysis techniques are usually compared based on experimental results in
terms of capital cost and operating parameters such as temperature, pressure, voltages and
current densities. Detailed thermodynamic and economic analysis of the water electrolyzed
hydrogen production processes is required to evaluate and compare the performance using
different hydrogen production methods.",0
63,"This study has some signiﬁcant features such as attempting to cover the research gap by
presenting different routes for DME and methanol production from CO2 and hydrogen. In
this study, hydrogenation of CO2 to methanol was integrated with a methanol dehydration
plant for DME production. Instead of conventional processes of hydrogen production such
as steam methane reforming, coal gasiﬁcation and oil reforming that release CO2 into the
environment, the hydrogen used is produced by clean technology, i.e., water electrolysis
that utilizes REs to disassociate water molecules. The CO2 captured from a cement plant
was used for hydrogenation to methanol. This process has two advantages, ﬁrstly it utilizes
the captured CO2 that would be otherwise released into the environment and, secondly,
hydrogen is produced by water electrolysis instead of conventional processes; hence, this
process prevents the further release of CO2 into the environment. The methanol and DME
can be used as gasoline substitutes; less hazardous emissions are expected from methanol
and DME because they do not have nitrogen and sulfur compounds associated with them
as compared to conventional fuels. Hence, the environment can be saved from further
emissions of CO2 and pollution to some extent, by implementing this technique.",0
64,"In this work, an integrated process is proposed to produce methanol and DME by
using hydrogen from water electrolysis and CO2 from a post-combustion capture plant.
The schematic of the proposed integrated process is presented in Figure 2. Simulations of
the CO2 capture process are not performed in this study since extensive data are available
on it. The captured CO2 from a cement plant was used in this study. The captured CO2 was
compressed and sent to methanol production. Hydrogen produced by electrolysis of water,
i.e., AEL, PEM or SOE was fed to the compression unit. The energy for compressors was
provided externally. The compressed hydrogen was then fed to the methanol production
unit. The amount of hydrogen produced by each water electrolysis process was the same.
The thermo-economic comparison of methanol and DME integrated processes employing
three different hydrogen production processes was performed in this work. The simulation
ﬂow sheets and the results of the SOE method for hydrogen production were taken from
the work of Yousaf et al. [19]. This work is the extension of the published results of Yousaf
et al. [19], where methanol production is simulated using hydrogen from SOE. In the already
published results of Yousaf et al. [18], hydrogen produced by SOE was integrated with
methanol production. However, the temperature of SOE is almost 800◦C for electrolysis",0
65,"Resources 2022, 11, 85",0
66,6 of 27,0
67,"and the materials needed for SOE operation are still under research as they need to tolerate
a high temperature. In the present study, the low temperature technologies (below 100 ◦C)
such as AEL and PEM are used for simulation of hydrogen production. The AEL and PEM
water electrolysis processes were modelled and integrated with the methanol production
process to assess the technological and economic impacts of these processes on methanol
production. The methanol ﬂowsheet is used with some slight modiﬁcation in the feed
stream of hydrogen and then methanol was converted into DME to assess another PtL
process for CO2 mitigation. Process ﬂow sheets for hydrogen production were simulated
using Aspen Plus® V11. The economic analysis was carried out using model equations and
the Aspen Process Economic Analyzer® V11 (APEA).",0
68,Figure 2. Schematic of proposed integrated process.,0
69,"In this work, water electrolyzed hydrogen production techniques, i.e., AEL and PEM,
were simulated in Aspen Plus® and compared with the SOE [19]. The simulated water
electrolyzed processes were compared to verify their economic feasibility in terms of
total annual cost (TAC), power and cost per ton of hydrogen. The hydrogen production
methods integrated with methanol production are compared in terms of TAC, cost per ton
of methanol and cost per ton of methanol after selling oxygen. The methanol produced by
the water electrolysis process is converted to DME and the cost per ton of DME is evaluated.
The net emissions of CO2 by each integrated process are also assessed. The comparison
shows that the cost for hydrogen production by AEL is the highest, and by SOE is lowest.
Similarly, the cost of methanol and DME production is highest for AEL, and lowest for SOE.
PEM has the highest power consumption among these three techniques, which may lead to
high net emissions of CO2 if non-renewal energy is used.",0
70,2. Process Description,1
71,"Hydrogen produced by the electrolysis of water using AEL and PEM was integrated
with methanol production to assess the overall process economics for the hydrogenation of
CO2. The methanol is then converted to DME. The three cases are discussed in this section
along with the key operating parameters. The amount of hydrogen, methanol and DME
produced in all the three cases is same for purposes of comparison. Brief details of these
three cases are given in Table 1.",1
72,2.1. Case—I: Hydrogen Production Processes,1
73,"This section presents the process description of AEL, PEM and SOE for the production",1
74,of hydrogen.,0
75,"Resources 2022, 11, 85",0
76,7 of 27,0
77,Case No.,0
78,Case—I,0
79,Case—II,0
80,Table 1. Brief description of three cases.,0
81,"Description
Hydrogen Production Processes",0
82,"i.
ii.
iii.",0
83,"AEL: The electrolyte KOH was used for water electrolysis with T = 75 ◦C and P = 25 bar.
PEM: Naﬁon® membrane was used for water electrolysis with T = 80 ◦C and P = 25 bar.
SOE *: The solid oxide electrolyzer was used for water electrolysis with operating T = 800 ◦C.",0
84,"Methanol Production Processes
i.",1
85,ii.,0
86,iii.,0
87,"AEL–Methanol Production: Hydrogen produced by AEL was fed to Methanol Production plant at
T = 184 ◦C and P = 78 bar.
PEM–Methanol Production: Hydrogen produced by PEM was fed to Methanol Production plant at
T = 129 ◦C and P = 78 bar.
SOE–Methanol Production *: Hydrogen produced by SOE was fed to Methanol Production plant at
T = 192 ◦C and P = 78 bar. CO2 was obtained from a cement plant in all above mentioned methanol
production processes.",0
88,Case—III,0
89,ii.,0
90,iii.,0
91,"DME Production Processes
i.",0
92,"AEL-Methanol-DME Production: AEL produced H2, after CO2 hydrogenation produces methanol
and sent to DME production at T = 40 ◦C and P = 1 bar.
PEM-Methanol-DME Production: PEM produced H2, after CO2 hydrogenation produces methanol
and sent to DME production at T = 40 ◦C and P = 1 bar.
SOE-Methanol-DME Production: SOE produced H2, after CO2 hydrogenation produces methanol
and sent to DME production at T = 40 ◦C and P = 1 bar.
* Results are taken from Yousaf et al. [19].",0
93,2.1.1. Alkaline Water Electrolysis,1
94,"AEL is a mature technique for hydrogen production using 35% alkaline KOH solution
as an electrolyte. Electrical energy was supplied for the electrolysis to occur. The heated
alkaline electrolyte along with water was pumped in the electrolyzer stack. The stack has
cathode and anode. Water enters in the cathode side and reduction occurs, while H2 gas is
produced along with hydroxyl ions. The hydroxide ions enter the anode side and oxidation
occurs with the production of oxygen gas. The gases along with unreacted water and KOH
electrolyte enter into the gas separators. In the gas separator, pure gases i.e., hydrogen and
oxygen are separated, while the unreacted water and KOH are removed [27]. The hydrogen
produced by AEL is sent to the methanol plant for CO2 hydrogenation into methanol.",1
95,The following reactions occur in AEL.,0
96,"Cathode: 2H2O (l) + 2e− → H2 (g) +2OH−
Anode: 2OH−",0
97,(aq) → 0.5O2 (g) +H2O (l) +2e−,0
98,(aq),0
99,Overall: H2O (l) → H2 + 0.5O2 (g),0
100,-7,0
101,-8,0
102,-9,0
103,"Aspen Plus® has no built-in model to cater to the electrolysis reaction, so
Francesco et al. [18] proposed that instead of doing rigorous modeling and complex
calculations in Aspen Custom Modeler® (ACM), the AEL stack can be modeled as a
combination of Reactor (RStoic) and Separator, as shown in Figure 3 [18].
The property package selected for the proposed electrolysis was NRTL. Water enters
the mixer (M1) at a ﬂow rate of 675 kg/hr at 25 ◦C and pressure of 1 bar [18]. An electrolyte
of 35% KOH at 25 ◦C and 1 bar with a ﬂow rate of 236.25 kg/hr also enters the mixer (M1).
Both these streams are mixed and the mixed stream enters the heater (HEAT1), where
the temperature of the feed stream is brought equal to the operating temperature of AEL
i.e., 75 ◦C. Low pressure steam is provided as a utility to the heater. The heated stream
enters into the pump (P1), where this is bought close to the operating pressure of AEL, i.e.,
2.5 MPa. The pressurized feed stream exiting the pump enters the stoichiometric reactor
(R1), where the reactions of water electrolysis occur producing oxygen and hydrogen.",0
104,"Resources 2022, 11, 85",0
105,8 of 27,0
106,Figure 3. Alkaline water electrolysis ﬂowsheet in ASPEN Plus®.,1
107,"The fractional conversion of water is taken to be99.9%in this reactor [18]. The product
stream from the reactor has hydrogen, oxygen, some unreacted water, and KOH. Separators
are used to separate the desired components. In the ﬁrst separator (S1), oxygen is separated
with a mass ﬂow rate of 598.87 kg/hr [18]. The bottom stream (L1) from S1 has hydrogen
and unreacted water and KOH. The second separator (S2) is used to separate hydrogen
from unreacted feed. The top exiting stream is pure hydrogen with a mass ﬂow rate of
75.45 kg/hr [18], while the bottom stream is unreacted water and KOH. The exiting
hydrogen from the AEL plant is then integrated with methanol production and the pure
oxygen is sent to its selling point.",1
108,2.1.2. Proton Exchange Membrane,1
109,"Water enters at the anode side where its molecule splits into hydrogen ion, oxygen ion
and electrons. Here oxygen gas is produced in the oxidation reaction. The membrane is
proton conducting so it allows hydrogen ions to pass through it. The hydrogen ion after
crossing the membrane enters the cathode where the reduction occurs and hydrogen gas is
produced [29]. The following reactions occur in PEM.",1
110,Overall: H2O → 0.5O2 + H2,0
111,Anode: H2O → 0.5O2 + 2H+ + 2e−,0
112,Cathode: H+ + 2e− → H2,0
113,-10,0
114,-11,0
115,-12,0
116,"PEM is mainly divided into three portions; named as stack, cathode, and anode. The
stack is the main component of PEM, where the main reaction of water occurs producing
the desired hydrogen. The stack is the combination of a reactor and a separator. The
cathode section is the part of PEM where hydrogen gas is produced while the anodic
section produces oxygen gas.",1
117,"The ﬂowsheet of PEM developed in Aspen Plus® is shown in Figure 4 [32]. Here
the mixer is employed to mix the recycled streams of water from the cathode and anode
sections with the freshwater feed. The mixed water (stream 1) is heated to almost 80 ◦C in a
heater (HEAT 1). Then the heated water (stream 2) is pumped to provide sufﬁcient pressure
(i.e., 2.5 MPa) for the electrolysis reaction in PEM. The pumped feed water (stream 3) enters
the reactor (R1) where the electrolysis reaction of water occurs.",1
118,"The exit stream (stream 4) of R1 is the gaseous hydrogen, oxygen and some amount of
unreacted water. Stream 4 enters a separator (S1) to separate the streams of hydrogen and
oxygen product. The separator (S1) removes hydrogen (stream 5) as the top stream while
the bottom stream (stream 13) is mostly oxygen and water. The bottom stream enters a
divider (D2) and it is divided into two streams. The upper stream (stream 15) is only 1% of
the total stream and it has mainly oxygen in it. Stream 15 is sent to the hydrogen chamber.
The oxygen (stream 15) reacts with hydrogen and produces water so it can be recycled. In
the same way, 1% by weight of stream 5 from the hydrogen section (i.e., stream 7) is sent to
the oxygen section to react with oxygen and produce water to recycle that for electrolysis.
The stream from the mixer (M3) enters a separator (S2) to separate the water from oxygen.
The recovered water is recycled for electrolysis in mixer (M1). In S3, water is removed from",1
119,"Resources 2022, 11, 85",0
120,9 of 27,0
121,"hydrogen, and is sent to the mixer (M1) to mix with the incoming feed of fresh water. The
stream from the bottom of separator (S3) is hydrogen and oxygen. This stream again enters
the separator (S4) to separate hydrogen and oxygen. The oxygen gas is removed from the
bottom of separator (S4) while hydrogen gas removed from the top enters the compressor
(C1) to compress the hydrogen. The hydrogen produced by PEM is sent to the methanol
production plant as shown in Figure 4.",1
122,Figure 4. Proton exchange membrane ﬂowsheet in ASPEN Plus®.,1
123,2.1.3. Solid Oxide Electrolyzer,1
124,"The SOE hydrogen production and compression process was not simulated in this
work as it was simulated previously by Yousaf et al. [19] and the detailed ﬂowsheet as well
as the results are taken from this previous work [19]. The ﬂowsheet of the SOE process is
shown in Figure 5. Demineralized water was pressurized to 2 bar in the pump (P1) and was
preheated to 800 ◦C in a series of six heat exchangers (HX1, HX2, HX3, HX4, HX5 and HX6)
to produce superheated steam. In HX1, HX2 and HX3 heat from compressors intercooling
was used to preheat the water. Oxygen and hydrogen leaving the SOE were used as a
heating source in HX4 and HX5, respectively. Finally, high pressure steam was employed
as the heating utility in HX6 to meet the operating requirements. A further description of
SOE based hydrogen production can be seen from the previous work [19].",1
125,2.2. Case—II: Methanol Production Processes,1
126,"The methanol production process has three sub-categories i.e., AEL-Methanol, PEM-
Methanol and SOE-Methanol production processes, as shown in Table 1. The methanol
ﬂowsheet is taken from the previous work of Yousaf et al. [19]. The only difference in these
three sub-categories is in the production of hydrogen i.e., AEL, PEM and SOE. The ﬁnalized
ﬂow sheets for AEL and PEM based hydrogen production are given in Appendix A. A brief
description of the methanol production process is included in this section.
CO2 (at 2 bar and 28 ◦C) was compressed to 78 bar, while hydrogen was fed at 78 bar
and 184 ◦C for AEL and 78 bar and 129 ◦C for PEM (see Figure 6), while hydrogen was fed
at 78 bar and 192 ◦C for SOE [19]. The feedstock for methanol was mixed with the recycled
stream and was heated in HX14 using the heat from reactor outlet stream and fed to the
ﬁxed bed adiabatic reactor packed with commercial Cu/ZnO/Al2O3 catalyst. The crude
methanol stream exiting from the reactor at a high temperature can be used for heating, so
is divided into two streams. The divided streams after preheating were mixed, cooled to
35 ◦C and fed to a series of ﬂash tanks to remove untreated gases from the water-methanol
mixture. The liquid stream leaving the ﬁrst ﬂash tank was at a high pressure of 73 bar, so
expanded to 1.2 bar in two valves. A small portion (about 1%) of the untreated gases was
purged to the atmosphere to reduce the accumulation of inert gases in the system, and the
remaining 99% unreacted gases were compressed to 78 bar and recycled back. The crude
methanol leaving the second ﬂash tank was heated and sent to the distillation column to
separate the methanol and water. The water withdrawn from the bottom of the column
at 102 ◦C (stream 60) with a ﬂow rate of almost 35,000 kg/hr can be used as a waste heat
recovery in an organic Rankine cycle (ORC). The refrigerant R-245fa is used with a ﬂow",1
127,"Resources 2022, 11, 85",0
128,10 of 27,0
129,"rate of 3600 kg/s. Methanol obtained from the top at 1 bar and 64.1 ◦C containing minor
impurities was compressed to 1.2 bar and cooled to 40 ◦C. This methanol was then fed to
a ﬂash tank, and the unreacted gases were recycled back. The ﬁnal product obtained in
liquid form is 99.5% pure methanol.",1
130,Figure 5. Hydrogen produced by SOE.,1
131,2.3. Case—III: Dimethyl Ether Production Process,1
132,"Since DME is produced by the dehydration reaction of methanol, the methanol product
stream coming from the methanol plant is used to produce DME as given in Equation (13).",1
133,2CH3OH → H2O + CH3-O-CH3,0
134,-13,0
