,0,Class
34,CH2O → CO + H2,0
35,-5,0
36,"Appl. Sci. 2020, 10, 4702",0
37,CH2O + 1/2 O2 → HCOOH and CO + H2O,0
38,CH2O + O2 → CO2 + H2O,0
39,3 of 15,0
40,-6,0
41,-7,0
42,"In this basic concept, no use of oﬀ-gases is included. Natural gas is purchased for the generation of
steam, and external electric energy is required for the methanol conversion process and the connected
UF and PF resin production.",1
43,"In total, 89 kg of CO2 are created and emitted per ton of products manufactured (formaldehyde in",1
44,"37% concentration, PF resin and UF resin).",1
45,3. Oﬀ-Gas Puriﬁcation Process,1
46,Oﬀ-gases with high levels of carbon monoxide and formaldehyde must not be discharged into,0
47,the environment.,0
48,"A computer simulation of the puriﬁcation of waste gases generated by the metal oxide catalyst
formaldehyde production processes was carried out with Aspen Plus software (Figure 1). The process
of puriﬁcation of waste gases from this process is exothermic and generates heat, which could be used
for steam production. Steam, which can be used in other processes or used for electricity production,
is generated in the puriﬁcation of the waste gases. The average production is approximately 21.6 t/hr
formaldehyde with 37% concentration. Table 1 shows the composition of waste oﬀ-gases (A) before
the puriﬁcation process and (B) after catalytic puriﬁcation of waste gases. The data in Table 1 were
obtained from gas chromatography measurements of existing metal oxide catalyst formaldehyde
production processes. These data are the bases of further research to improve the waste oﬀ-gases
cleaning process described in this article.",1
49,"The existing process for cleaning oﬀ-gases from metal oxide catalyst formaldehyde production
processes consists of a heat exchanger (EXCH1) where the waste gases, having the composition given
in Table 1, are heated to the temperature necessary for the oxidation of organic substances present
in the ﬂue gases and go to reactor (REACTOR) ﬁlled with ceramic ﬁller. The hot gases with the
composition, given in Table 1, from the reactor are fed to heat exchanger (EXCH2) where steam is
produced. The cooled gases are then passed to a heat exchanger (EXCH1), thence, to a heat exchanger
(EXCH3), and then discharged through the chimney to the environment. The chemical composition of
the waste gases discharged into the environment is given in Table 1.",1
50,"Figure 1.
formaldehyde production.",0
51,Computer simulation of waste gas treatment process of metal oxide catalyst,1
52,"Appl. Sci. 2020, 10, 4702",0
53,4 of 15,0
54,"Table 1. The composition of waste oﬀ-gases (A) before the puriﬁcation process and (B) after the catalytic
process of puriﬁcation.",1
55,"N
1
2
3
4
5
6
7
8",0
56,"(A)
N2
O2
CO",0
57,"Dimethyl ether
Formaldehyde",0
58,Methanol,0
59,"Water
CO2",0
60,"kg/hr
13,492",0
61,"916
221
82
3.5
15.5
270
0",0
62,"15,000",0
63,"Weight% N
1
89.4667
2
6.10667
3
1.47333
0.54667
4
5
0.02333
6
0.10333
7
1.80000
8",0
64,"0%
100",0
65,"(B)
N2
O2
CO",0
66,"Dimethyl ether
Formaldehyde",0
67,Methanol,0
68,"Water
CO2",0
69,"kg/hr
13,492",0
70,"594
0.284
0.583
0.033
0.10
400
513",0
71,"15,000",0
72,"Weight%
89.94667
3.96000
0.00189
0.00389
0.00022
0.00067
2.66667
3.42000",0
73,100,0
74,Energy Production,0
75,"Currently, the steam produced is not used for electricity generation, so a computer simulation
of electricity production by involving a steam turbine in the waste gas treatment process was done
(Figure 2).",0
76,"Figure 2. Computer simulation of waste gas treatment in the oxide catalyst formaldehyde production
process, utilizing heat to produce electricity.",0
77,"Two basic kinds of steam turbines are available. One is a pulse design, in which a rotor turns as a
result of the steam force on the blades. The second is a reaction design, in which the rotor produces its
rotational force from steam when leaving the blades.",0
78,"The primary type of steam turbine is a condensing steam turbine, which is used for high-power
applications. The steam is discharged directly into one or more condensers that maintain vacuum
conditions. Condensing steam turbine processes produce the highest mechanical power and eﬃciency;
however, the output power of condensing steam turbines is sensitive to ambient temperature.
Condensing steam turbines are expensive, large, and complex.",0
79,"The second type is a back-pressure steam turbine, which is suitable for mechanical drive
applications. The term back-pressure refers to turbines that release steam at a pressure higher than
atmospheric pressure. Low pressures are often used in heating systems, while high pressures are often
used in the supply of steam to industrial processes.",0
80,"Appl. Sci. 2020, 10, 4702",0
81,5 of 15,0
82,"The third type is an extraction steam turbine, which has one or more openings in the casing
for extracting a portion of the steam at a given intermediate pressure, which can be used for
process purposes.",0
83,4. Upgrading the Waste Gas Puriﬁcation Process,0
84,4.1. EU Directives on Industrial Emissions,0
85,"The Treaty on the Functioning of the European Union and Directive 2010/75/EU of the European
Parliament and of the Council of 24 November 2010 on industrial emissions (regarding integrated
pollution prevention and control), in particular, Article 13 (5) on Best Available Techniques (BAT),
constitutes the reference for setting permit conditions for installations referred to in Chapter II of
Directive 2010/75/EU [8]. Many studies have been done on formaldehyde emissions from diﬀerent
processes [9–11].The competent authorities of an EU Member State should set emission limit values to
ensure that, under normal operating conditions, emissions do not exceed the emission levels associated
with the best available techniques as speciﬁed in BAT; the levels for total volatile organic carbon (TVOC)
and formaldehyde (FA) are given in [12] and are for TVOC < 5–30 mg/m3 and for formaldehyde
2–5 mg/m3.",0
86,4.2. Kinetics and Chemical Equilibrium in the Hydration of Formaldehyde,0
87,"Formaldehyde is highly reactive and, therefore, commonly handled in aqueous and/or methylene
glycol solutions, where it forms diﬀerent adducts with the solvents. Formaldehyde absorption by
water is a mass-transfer process, complicated by a chemical reaction in the ﬂuid phase [13]. In general,
the basic resistance of mass transfer is represented by the Equation (8).",0
88,"1
K",0
89,=,0
90,"1
βg",0
91,+,0
92,"m
βl",0
93,-8,0
94,"The basic design of such a process requires models of the phase equilibrium of aqueous and
methylene glycol formaldehyde mixtures. Such models must consider not only diﬀerences in
intermolecular forces but also a variety of chemical reactions [13].",0
95,"Formaldehyde is unstable in its pure, gaseous state and is usually produced as an aqueous
solution. In aqueous solutions, the most important chemical reaction product is methylene glycol
(MG). In solution, formaldehyde is almost completely hydrated to methylene glycol.",0
96,CH2O + H2O ↔ CH2(OH)2,0
97,-9,0
98,"Methylene glycol, depending on the strength of the solution, can be polymerized and forms a",0
99,series of polyoxymethylene glycols [14].,0
100,CH2(OH)2 + HO(CH2O)n−1H ↔ HO(CH2O)nH + H2O,0
101,-10,0
102,"These chemical reactions have a signiﬁcant eﬀect on the properties of formaldehyde-containing
solutions and should be taken into account in each thermodynamic model of these systems.
The physicochemical model developed by [15] combines these chemical reactions with physical
interactions and has proved to be very successful in describing the balance of volatile liquids and
enthalpy in mixtures containing formaldehyde.",0
103,"This model is constantly updated by [16–18], and its application has been extended with new,",0
104,reliable data.,0
105,"The equilibrium distribution of formaldehyde and its reaction products with water (W) signiﬁcantly
aﬀects not only the equilibrium properties, but also the kinetics of the chemical reaction and transport
properties. Equilibrium distribution data are available from spectroscopic studies, which show that
in aqueous solutions, formaldehyde is present as methylene glycol and polyoxymethylene glycol,",0
106,"Appl. Sci. 2020, 10, 4702",0
107,6 of 15,0
108,"but rarely as free molecular formaldehyde [9]. Using a NMR (high resonance frequency nuclear
magnetic resonance spectrometer), it is possible to separate signals from -CH2- groups in diﬀerent
polyoxymethylene glycols.",0
109,"Various models are proposed for describing the equilibrium of vapor-liquid in the formaldehyde
water system. The model shown in [15] assumes that the vapors above the aqueous formaldehyde
solution consist of three types: Water, formaldehyde monomers, and methylene glycol. These species
are also present in the liquid phase. However, ﬂuid with higher concentrations of formaldehyde
also contains higher polyoxymethylene glycols. It is assumed that the vapor phase behaves as a
mixture of ideal gases, but the chemical-reaction equilibrium for the formation of methylene glycol
from formaldehyde and water is taken into account with the constant of the balance of chemical
reactions [15].",0
110,"The liquid phase is treated as a real, chemically reactive mixture of aqueous formaldehyde
monomers, methylene glycols, and polyoxymethylene glycols at higher formaldehyde concentrations.
The chemical potential of the components in the liquid phase is normalized according to Raoult’s
law. The non-ideality of the liquid phase is taken into account, using the contribution method of the
UNIFAC (Functional-group Activity Coeﬃcients) group [19]. Chemical reaction equations are taken
into account with the true reaction equilibrium constants [14].",0
111,"One of the most important features of this model is its capacity to be expanded to other chemically
reactive components, such as methanol, but also to nonreactive, chemically inert components such as
trioxane and methylal.",0
112,The following information is needed to calculate the balance of vapors and liquids in the,0
113,"formaldehyde water system:
•
Vapor pressure of pure components, water, formaldehyde, and methylene glycol;
•
Constants of the chemical reaction equilibrium for the formation of methylene glycol in the vapor
phase and the formation of polyoxymethylene glycols in the liquid phase; and
• UNIFAC parameters for size and surface, and binary parameters for interactions between",0
114,all groups.,0
115,"Along with this model, a complete set of parameters has been published [14] and, in [18], the model
was constantly updated and expanded with new experimental data. The author [14] modiﬁed the
structure of the model to reduce the time of calculation and included a simple extension to the
non-equilibrium eﬀects of transport and the reaction kinetics.",0
116,"The main characteristic of these changes was the assumption that chemical equilibrium can
be approximated with equivalent constants based on molar proportions, rather than on activities.
This assumption has caused a signiﬁcant reduction in computer time required, owing to the introduction
of certain thermodynamic inconsistencies. These inconsistencies are particularly evident when
the model is used to calculate azeotropic points. Given the lack of thermodynamic compliance,
the calculated maximum pressure on the isothermal pressure diagram and the concentration of the
binary formaldehyde-water system is incompatible with the pressure at which the boiling point line
touches the dew point line.",0
117,The equations for the formaldehyde and water vapor pressure were adopted from previous,0
118,"versions of the model [14,15] and are given in Table 2.",0
119,"The vapor pressure of the individual pure components is determined by Equation (11),",0
120,the coeﬃcients of which are given in Table 2.,0
121,ps = e B,0
122,T−C +A,0
123,-11,0
124,"The chemical equilibrium constant Kh was written as Kh = kh/kd, where kd was taken from [20].",0
125,The reaction rate constant of hydration at reciprocal temperature is:,0
126,kh = 2.04 · 105 · e,0
127,−2936/T.,0
128,-12,0
129,"Appl. Sci. 2020, 10, 4702",0
130,7 of 15,0
131,Table 2. Pure component vapor pressure.,0
132,"Component
Formaldehyde",0
133,Water,0
134,Methylene glycol,0
135,A,0
136,"4.4625
6.2886
19.5527",0
137,B,0
138,"−2204.13
−3816.44
−6189.19",0
139,C,0
140,"−30.15
−46.13
−9.15",0
141,"The average absolute relative deviation between data from individual experiments and from
Equation (12) is 9.6% [21]. With the rate of hydration according to Equation (12) and the rate of
dehydration [21], the constant of equilibrium for formaldehyde hydration [13] was obtained as",0
142,Kh =,0
143,"kh
kd",0
144,#NAME?,0
145,-13,0
146,"A diagram of the formaldehyde hydration chemical equilibrium constant Equation (13) is shown
in Figure 3. From the temperature coeﬃcient in Equation (13), the enthalpy of the hydration reaction
obtained was ∆H = −31.4 kJ/mol.",0
147,Figure 3. Diagram of the formaldehyde hydration chemical equilibrium constant Equation (13).,0
148,"At temperatures of 293–333 K and at pH values between 5 and 7, the rate of the dehydration",0
149,reaction kd is determined as Equation (12).,0
150,"The rate constant of the dehydration reaction, kd, obtained earlier under similar conditions, is the",0
151,chemical equilibrium constant for hydration shown in Equation (13).,0
152,4.3. The Waste Gas Puriﬁcation Process with Absorbers,1
153,"The procedure described in Figure 1 suﬃciently reduces formaldehyde concentrations in waste
gases to levels prescribed in the new EU directives. However, as seen in Table 1, approximately 280 kg
of formaldehyde per year are still released after catalytic puriﬁcation of waste gases. Given increasing
levels of environmental concern, more formaldehyde should be removed from waste gases produced
by metal oxide catalyst formaldehyde production processes.",1
154,"Figure 1 shows the existing catalytic process for the removal of formaldehyde from waste gases.
The existing catalytic process for the removal of formaldehyde from waste gases is complemented
by new ﬂue gas cleaning technology with the implementation of a heat exchanger (EXCH4) and an
absorber (ABSORB).",1
155,"Appl. Sci. 2020, 10, 4702",0
156,8 of 15,0
157,"Aspen Plus computer simulator does not have absorption kinetics for low concentrations of
formaldehyde in water in the database, so the kinetics of formaldehyde absorption in water were
added to the computer program described in Section 4.2.",0
158,"The results of the computer simulation shown in Figure 4 are given in Table 3, where it is evident",1
159,that the concentration of formaldehyde decreased by more than ﬁve-fold.,1
160,"Figure 4. Computer simulation of additional waste gas treatment of metal oxide catalyst formaldehyde
production processes.",1
161,"Table 3. The results of the computer simulation for a heat exchanger (EXCH4) and an absorber
(ABSORB).",1
162,Stream Name,0
163,Units,0
164,Phase,0
165,Temperature,0
166,Pressure,0
167,Mass Vapor,0
168,Fraction,0
169,Mass Liquid,0
170,Fraction,0
171,Mass Flows,0
172,"Water
CO2
N2",0
173,"Methanol
Dimetyle",0
174,"CO
O2",0
175,"Formald
Methylen",0
176,Volume Flow,0
177,"C
bar",0
178,"kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
m3/s",0
179,"8
VP",0
180,72.30551,0
181,1,0
182,1,0
183,0,0
184,"15,000
400.0001
513.0002
13,492.01",0
185,"0.1
0.58
0.28",0
186,"594.0003
0.032856
0.00023
4.26106",0
187,"9
VP
30
1",0
188,1,0
189,0,0
190,"15,000
399.9996
513.0002
13,492.01",0
191,"0.1
0.58
0.28",0
192,"594.0003
0.032041
0.001533
3.739237",0
193,"10
VP",0
194,"11
LP",0
195,"12
VP",0
196,20.30396,0
197,21.85142,0
198,64.02441,0
199,1,0
200,"0.999996
4.33 × 10
−6
14,641.68
223.4809
441.0303
13,388.47
6.52 × 10
−6
0.022383
0.277746
588.3943
0.005188
0.000642
3.515835",0
201,1,0
202,0,0
203,1,0
204,1,0
205,1,0
206,0,0
207,"80,358.31
80,176.42
71.99611
103.5946
0.099935
0.557619
0.002256
5.609134
0.026854
0.000891
0.022417",0
208,"14,641.68
223.4811
441.0303
13,388.47
6.52 × 10
−6
0.022383
0.277746
588.3943
0.00557
3.17 × 10
−6
4.039626",0
209,WATER,0
210,"LP
20
1",0
211,0,0
212,1,0
213,"80,000
80,000",0
214,"0
0
0
0
0
0
0
0",0
215,0.022271,0
216,"The waste gases (Figure 4) that go from heat exchanger 3 (EXCH3) to heat exchanger 4 (EXCH4)
are cooled to a temperature near the dew point of the aqueous vapors present in the gases and then fed
into the absorber (scrubber). In the absorber, the waste gases are rinsed with the addition of water, and
FA, MG, and TVOC are absorbed in water. The waste gases go back to heat exchanger 4, where they are",1
217,"Appl. Sci. 2020, 10, 4702",0
218,9 of 15,0
219,"heated and fed to the chimney, where they are discharged into the atmosphere. The temperature of the
waste gases fed from the absorber to heat exchanger 4 can be regulated by regulating the temperature
of the gases leaving heat exchanger 3, because they must be suﬃciently heated so that they can be
discharged into higher layers of the atmosphere.",1
220,"With additional cleaning of the waste gases with water, the amount of FA, MG, and TVOC present
is reduced, depending on the amount of water used. For example, if the gases in the absorber are
washed with 22.2 kg/s of water (Table 3), the concentration of FA is reduced to 0.41 mg/m3 and TVOC
to 23.4 mg/m3, which is substantially less than the values given in [12].",1
221,"Wastewater leaving the absorber contains small quantities of FA, MG, and TVOC. The rate of
cleaning FA, MG, and TVOC from waste industrial gases depends on the amount of fresh water
supplied to the absorber.",1
222,5. Co-Incineration of Waste Industrial Gases,1
223,"The waste gas treatment process described in Figure 1 is in accordance with existing EU directives
and suﬃciently reduces the concentration of formaldehyde in waste gases to comply with current
standards, but it still releases about 280 kg of formaldehyde per year. By purifying the waste gases with
water absorption, as shown in Figure 4, formaldehyde emission is reduced from 0.033 kg/h to about
0.0056 kg/h; about 0.027 kg/h formaldehyde is absorbed in water, which is then used as process water.
In order to completely remove formaldehyde from waste gases, which contain other combustible
organic substances, co-incineration with natural gas is recommended, with the resulting energy used
to generate electricity. Proposed new technological process for oﬀ-gases’ co-incineration from the
metal oxide catalyst formaldehyde production processes reduces the levels of formaldehyde, carbon
monoxide (CO), and volatile organic compounds (VOCs) to practically zero. The co-incineration
process would use the combined-cycle gas turbine (CCGT) power system shown in Figure 5.",1
224,"Figure 5. Computer simulation of the co-incineration of waste industrial gases from metal oxide
catalyst formaldehyde production processes in a combined-cycle gas turbine (CCGT).",1
225,"Appl. Sci. 2020, 10, 4702",0
226,10 of 15,0
227,"A combined-cycle gas turbine power system consists of the following components: Gas turbine,
steam turbine, waste heat recovery units for steam generation, condenser, and other auxiliary
equipment [22]. A combined-cycle gas turbine power system typically uses a gas turbine to drive
an electrical generator and recovers waste heat from the turbine exhaust gas to generate steam,
which drives a steam turbine to provide supplemental electricity. The overall electrical eﬃciency of a
combined-cycle gas turbine power system is typically in the range of 50–60% [23].",1
228,"Figure 5 shows the co-combustion of waste gases in the metal oxide catalytic formaldehyde
production process; the waste gases (OFF-GAS) are mixed with air (AIR-IN) in a static mixer (MIX)
before going into the compressor (COMP). The lower explosion limit of the carbon monoxide/air
mixture is 12.5 vol.%, so no explosion will occur when compressing a very diluted oﬀ-gas/air mixture
in the gas turbine compressor.",1
229,"The gas turbine is comprised of a compressor (COMP), a combustion chamber (COMBUST),
which supplies natural gas (NAT-GAS) to the burners, and a turbine (TURB) that drives the generator.
The gas turbine emits ﬂue gases into heat recovery units for steam generation (ST-GENER), and the
steam then goes into the steam turbine (ST-TURB) to provide supplemental electricity.",1
230,"The results of the computer simulation co-incineration of waste gases from formaldehyde
production processes in combined cycle gas turbines (Figure 5) are given in Table 4, showing that the
concentration of formaldehyde CO and VOC in the waste gases decreased practically to zero.",1
231,"Table 4. Results of computer simulation of co-incineration of waste industrial gases from metal oxide
catalyst formaldehyde production processes in combined-cycle gas turbines (CCGT).",1
232,Stream Name,0
233,Units,0
234,Phase,0
235,Temperature,0
236,Pressure,0
237,Mass Vapor,0
238,Fraction,0
239,Mass Liquid,0
240,Fraction,0
241,Mass Flows,0
242,"Water
CO2
N2",0
243,"Methanol
Dimetyle",0
244,"CO
O2",0
245,"Formald
Methylen
Methane",0
246,"C
bar",0
247,"kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr",0
248,"3
VP",0
249,504.91,0
250,20,0
251,1,0
252,0,0
253,"35,772.30",0
254,"270
0",0
255,"29,426.10",0
256,"15.5
82
221",0
257,5754.22,0
258,"3.5
0
0",0
259,"4
VP
1270
20",0
260,1,0
261,0,0
262,"5
VP",0
263,607.882,0
264,1.05,0
265,1,0
266,0,0
267,"10
VP
135
1.05",0
268,1,0
269,0,0
270,"36,349.8
1691.95
2215.27
29,426.1
6.21 × 10
−18
1.42 × 10
−40
0.0109448
3016.54
3.42 × 10
−9
8.00 × 10
−14
6.748.00 × 10",0
271,−21,0
272,"36,349.8
1691.95
2215.27
29,426.1
6.21 × 10
−18
1.42 × 10
−40
0.0109448
3016.54
3.42 × 10
−9
8.00 × 10
−14
6.74 × 10
−21",0
273,"36,349.8
1691.95
2215.27
29,426.1
6.21 × 10
−18
1.42 × 10
−40
0.0109448
3016.54
3.42 × 10
−9
8.00 × 10
−14
6.74 × 10
−21",0
274,"11
VP",0
275,328.048,0
276,0.05,0
277,1,0
278,0,0
279,"6120
6120",0
280,"0
0
0
0
0
0
0
0
0",0
281,OFF-GAS AIR-IN,0
282,NAT-GAS,0
283,"VP
27
1.28",0
284,1,0
285,0,0
286,"VP
20
1",0
287,1,0
288,0,0
289,"VP
20
20",0
290,1,0
291,0,0
292,"15,000",0
293,"20,772.30",0
294,577.539,0
295,"270
0",0
296,"13,492
15.5
82
221
916
3.5
0
0",0
297,"0
0",0
298,"15,934.10",0
299,"0
0
0",0
300,4838.22,0
301,"0
0
0",0
302,"0
0
0
0
0
0
0
0
0",0
303,577.539,0
304,"The theoretical net power (Figure 5) of co-incineration of waste industrial gases from metal oxide
catalyst formaldehyde production processes in a combined-cycle gas turbine is 4239 kW. According to
the low heat value (LHV) of the natural gas, at the gas consumption of 577.5 kg/h the efficiency is 52.6%.
To compare how much less natural gas is consumed to produce the same amount of electricity
as in the process shown in Figure 5, a computer simulation of combined cycle gas turbines (CCGT)
is shown in Figure 6 for electricity production using only natural gas. The results of the computer
simulation of combined cycle gas turbines (Figure 6) are given in Table 5.",1
305,"According to the data of the waste oﬀ-gases’ composition from the existing metal oxide catalyst
formaldehyde production processes given in Table 1, the device for co-incineration of waste industrial
gases with a combined-cycle gas turbine is small.",1
306,"This makes it diﬃcult to optimize its performance in terms of maximizing eﬃciency. Newer,",1
307,"large CCGTs can achieve eﬃciencies of more than 55%, some even close to 60% [23].",1
308,"Appl. Sci. 2020, 10, 4702",0
309,11 of 15,0
310,Figure 6. Computer simulation of the combined-cycle gas turbine.,1
311,Table 5. Results of computer simulation of the combined-cycle gas turbines.,1
312,Stream Name,0
313,Units,0
314,Phase,0
315,Temperature,0
316,Pressure,0
317,Mass Vapor,0
318,Fraction,0
319,Mass Liquid,0
320,Fraction,0
321,Mass Flows,0
322,"Water
CO2
N2
O2",0
323,Methane,0
324,"C
bar",0
325,"kg/hr
kg/hr
kg/hr
kg/hr
kg/hr
kg/hr",0
326,"3
VP",0
327,499.72,0
328,20,0
329,1,0
330,0,0
331,"35,936.10",0
332,"0
0",0
333,"27,565.9
8370.12",0
334,0,0
335,"4
VP
1270
20",0
336,1,0
337,0,0
338,"5
VP",0
339,"607.52
1.05",0
340,1,0
341,0,0
342,"10
VP
135
1.05",0
343,1,0
344,0,0
345,"36,652.2
1608.4
1964.6
27,565.9
5513.27
5.95 × 10
−18",0
346,"36,652.2
1608.4
1964.6
27,565.9
5513.27
5.95 × 10
−18",0
347,"36,652.2
1608.4
1964.6
27,565.9
5513.27
5.95 × 10
−18",0
348,"11
VP",0
349,328.048,0
350,0.05,0
351,1,0
352,0,0
353,"6120
6120",0
354,"0
0
0
0",0
355,AIR-IN,0
356,NAT-GAS,0
357,"VP
20
1",0
358,1,0
359,0,0
360,"VP
20
20",0
361,1,0
362,0,0
363,"35,936.10",0
364,716.149,0
365,"0
0",0
366,"27,565.9
8370.12",0
367,0,0
368,"0
0
0
0",0
369,716.149,0
370,"The theoretical net power of a combined-cycle gas turbine, presented in Figure 6, is 4333 kW.
According to the (LHV) used natural gas, the eﬃciency is 43.3% at the natural gas consumption of
716.2 kg/h.",1
371,"By comparing the results of the computer simulation shown in Table 5, it is evident that the
co-incineration of waste gases from the existing formaldehyde production processes (Figure 5) with
combined cycle gas turbines (Figure 6) consumed up to 20% less natural gas.",1
372,"A gas turbine requires a large amount of air for its operations. When mixing air with the
oﬀ-gases produced by the metal oxide catalyst formaldehyde production processes, the concentration
of oﬀ-gas/air mixture is very low. Increasing the oﬀ-gas/air mixture concentration would reduce the
wasteful amount of natural gas at the co-incineration of waste industrial gases with a combined-cycle
gas turbine, but further research is required to avoid an explosion in the gas turbine compressor.",1
373,"Appl. Sci. 2020, 10, 4702",0
374,12 of 15,0
375,6. Economics of Co-Incineration of Waste Gases,0
376,"Manufacturing processes in the chemical process industry require a lot of energy for their operation.
The electricity required to operate the chemical process can be obtained from the electricity grid or
can be produced by our own production. The heat required for operation of the chemical process
could be produced or utilize the heat ﬂows of the production process through thermal integration.
When consuming electricity from the electricity grid, except for the cost of energy consumed, it is
necessary to pay the connection power, transport, distribution, CO2 emissions, and other taxes,
which diﬀer from one country to another.",0
377,"For own production of electricity for the purposes of the chemical process, apart from the cost of
consuming primary energy to produce electricity, there are no other taxes than CO2 tax. Of course,
it is necessary to take into account the investment costs in the power plant for electricity production.
Electricity generation for transmission to the electricity grid is not cost eﬀective due to the low purchase
price, except in the case of subsidies for the use of renewable sources or the combination of heat
and power.",0
